Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
49635	0.06	-0.18	0	-50.549	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.1519	10.99	0.02	-0.012	0	-0.0165	36.6	0.03	0.019	0	0.1313	1.9	239.78	0.024	5	85.2734	20176.5
49640	0.06	-0.18	0	-50.55	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1524	10.99	0.02	-0.012	0	-0.0165	36.6	0.03	0.019	0	0.1313	1.9	239.81	0.025	5	85.2735	20176.5
49645	0.06	-0.18	0	-50.55	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.33	4.3	1.1529	11	0.02	-0.012	0	-0.0166	36.6	0.03	0.019	0	0.1313	1.9	239.93	0.025	5	85.2735	20176.5
49650	0.06	-0.18	0	-50.55	-18480	12.996	-0.02	-0.3	39.896	593.61	12.995	0.331	4.3	1.1533	11	0.02	-0.012	0	-0.0166	36.6	0.03	0.02	0	0.1313	1.9	239.64	0.024	5	85.2735	20176.5
49655	0.06	-0.18	0	-50.55	-18480	12.996	-0.02	-0.3	39.896	593.6	12.995	0.33	4.3	1.1538	11.01	0.02	-0.012	0	-0.0166	36.6	0.03	0.019	0	0.1314	1.9	239.93	0.025	5	85.2736	20176.5
49660	0.06	-0.18	0	-50.551	-18480	12.996	-0.02	-0.3	39.896	593.6	12.995	0.33	4.3	1.1542	11.02	0.02	-0.012	0	-0.0166	36.6	0.03	0.019	0	0.1314	1.9	239.89	0.024	5	85.2736	20176.5
49665	0.06	-0.18	0	-50.551	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.33	4.3	1.1547	11.02	0.02	-0.012	0	-0.0166	36.6	0.03	0.019	0	0.1314	1.9	239.83	0.024	5	85.2736	20176.5
49670	0.06	-0.18	0	-50.551	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.331	4.3	1.1552	11.03	0.01	-0.012	0	-0.0166	36.6	0.03	0.019	0	0.1314	1.9	239.76	0.024	5	85.2737	20176.5
49675	0.06	-0.18	0	-50.551	-18480	12.996	-0.02	-0.3	39.895	593.6	12.996	0.33	4.3	1.1556	11.03	0.02	-0.012	0	-0.0167	36.6	0.03	0.019	0	0.1315	1.9	239.53	0.024	5	85.2737	20176.5
49680	0.06	-0.18	0	-50.552	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.329	4.3	1.1561	11.04	0.02	-0.012	0	-0.0167	36.6	0.02	0.019	0	0.1315	1.9	239.91	0.024	5	85.2737	20176.5
49685	0.06	-0.18	0	-50.552	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.33	4.3	1.1565	11.05	0.02	-0.012	0	-0.0167	36.6	0.02	0.019	0	0.1315	1.9	239.6	0.024	5	85.2738	20176.5
49690	0.06	-0.18	0	-50.552	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.329	4.3	1.157	11.05	0.02	-0.012	0	-0.0167	36.6	0.03	0.019	0	0.1316	1.9	239.57	0.024	5	85.2738	20176.5
49695	0.05	-0.18	0	-50.552	-18480	12.996	-0.02	-0.3	39.895	593.6	12.996	0.329	4.3	1.1575	11.06	0.02	-0.013	0	-0.0167	36.6	0.03	0.019	0	0.1316	1.9	239.87	0.024	5	85.2738	20176.6
49700	0.06	-0.18	0	-50.553	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.328	4.3	1.1579	11.06	0.02	-0.012	0	-0.0167	36.6	0.03	0.019	0	0.1316	1.9	239.7	0.025	5	85.2739	20176.6
49705	0.05	-0.18	0	-50.553	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.328	4.3	1.1584	11.07	0.02	-0.012	0	-0.0168	36.6	0.03	0.02	0	0.1316	1.9	239.61	0.024	5	85.2739	20176.6
49710	0.06	-0.18	0	-50.553	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.328	4.3	1.1588	11.08	0.02	-0.012	0	-0.0168	36.6	0.03	0.019	0	0.1317	1.9	239.7	0.024	5	85.2739	20176.6
49715	0.06	-0.19	0	-50.553	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.329	4.3	1.1593	11.08	0.02	-0.013	0	-0.0168	36.6	0.03	0.019	0	0.1317	1.9	239.63	0.024	5	85.274	20176.6
49720	0.06	-0.18	0	-50.554	-18480	12.995	-0.03	-0.3	39.895	593.6	12.994	0.368	4.8	1.1597	11.09	0.01	-0.012	0	-0.0168	36.6	0.02	0.02	0	0.1317	1.9	239.61	0.024	5	85.274	20176.6
49725	0.05	-0.18	0	-50.554	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.329	4.3	1.1602	11.09	0.02	-0.012	0	-0.0168	36.6	0.02	0.02	0	0.1317	1.9	239.3	0.024	5	85.274	20176.6
49730	0.05	-0.18	0	-50.554	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.33	4.3	1.1607	11.1	0.02	-0.012	0	-0.0168	36.6	0.02	0.02	0	0.1318	1.9	239.48	0.024	5	85.2741	20176.6
49735	0.06	-0.18	0	-50.554	-18480	12.996	-0.03	-0.3	39.895	593.6	12.995	0.329	4.3	1.1611	11.1	0.02	-0.012	0	-0.0169	36.6	0.02	0.02	0	0.1318	1.9	239.4	0.024	5	85.2741	20176.6
49740	0.06	-0.18	0	-50.555	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.328	4.3	1.1616	11.11	0.02	-0.012	0	-0.0169	36.6	0.02	0.02	0	0.1318	1.9	239.53	0.024	5	85.2741	20176.6
49745	0.06	-0.18	0	-50.555	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.329	4.3	1.162	11.12	0.02	-0.012	0	-0.0169	36.6	0.03	0.019	0	0.1319	1.9	239.6	0.024	5	85.2742	20176.6
49750	0.05	-0.18	0	-50.555	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.33	4.3	1.1625	11.12	0.02	-0.012	0	-0.0169	36.6	0.03	0.02	0	0.1319	1.9	239.54	0.024	5	85.2742	20176.6
49755	0.05	-0.18	0	-50.555	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.329	4.3	1.163	11.13	0.02	-0.012	0	-0.0169	36.6	0.02	0.02	0	0.1319	1.9	239.69	0.024	5	85.2742	20176.6
49760	0.06	-0.18	0	-50.556	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.328	4.3	1.1634	11.13	0.02	-0.012	0	-0.0169	36.6	0.03	0.019	0	0.1319	1.9	239.52	0.024	5	85.2743	20176.6
49765	0.05	-0.18	0	-50.556	-18480	12.996	-0.02	-0.3	39.895	593.6	12.995	0.329	4.3	1.1639	11.14	0.02	-0.012	0	-0.017	36.6	0.03	0.019	0	0.132	1.9	239.52	0.024	5	85.2743	20176.6
49770	0.06	-0.18	0	-50.556	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.1643	11.15	0.01	-0.012	0	-0.017	36.6	0.03	0.019	0	0.132	1.9	239.69	0.024	5	85.2743	20176.7
49775	0.06	-0.18	0	-50.556	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.33	4.3	1.1648	11.15	0.02	-0.012	0	-0.017	36.6	0.03	0.019	0	0.132	1.9	239.8	0.024	5	85.2744	20176.7
49780	0.06	-0.18	0	-50.557	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.1653	11.16	0.02	-0.012	0	-0.017	36.6	0.03	0.019	0	0.132	1.9	239.6	0.024	5	85.2744	20176.7
49785	0.06	-0.18	0	-50.557	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.1657	11.16	0.02	-0.012	0	-0.017	36.6	0.03	0.019	0	0.1321	1.9	239.62	0.024	5	85.2744	20176.7
49790	0.06	-0.18	0	-50.557	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.1662	11.17	0.02	-0.012	0	-0.0171	36.6	0.03	0.019	0	0.1321	1.9	239.67	0.024	5	85.2745	20176.7
49795	0.06	-0.18	0	-50.557	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.1666	11.18	0.02	-0.012	0	-0.0171	36.6	0.03	0.019	0	0.1321	1.9	239.72	0.024	5	85.2745	20176.7
49800	0.05	-0.18	0	-50.558	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.1671	11.18	0.02	-0.012	0	-0.0171	36.6	0.03	0.019	0	0.1321	1.9	239.4	0.024	5	85.2745	20176.7
49805	0.05	-0.18	0	-50.558	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.328	4.3	1.1676	11.19	0.02	-0.012	0	-0.0171	36.6	0.02	0.019	0	0.1322	1.9	239.77	0.024	5	85.2746	20176.7
49810	0.05	-0.18	0	-50.558	-18480	12.996	-0.02	-0.3	39.895	593.59	12.995	0.329	4.3	1.168	11.19	0.02	-0.012	0	-0.0171	36.6	0.03	0.02	0	0.1322	1.9	239.65	0.024	5	85.2746	20176.7
49815	0.06	-0.18	0	-50.558	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.328	4.3	1.1685	11.2	0.02	-0.012	0	-0.0171	36.6	0.04	0.019	0	0.1322	1.9	239.59	0.025	5	85.2746	20176.7
49820	0.05	-0.18	0	-50.559	-18480	12.996	-0.03	-0.3	39.894	593.59	12.995	0.329	4.3	1.1689	11.21	0.01	-0.012	0	-0.0172	36.6	0.02	0.019	0	0.1323	1.9	239.53	0.024	5	85.2747	20176.7
49825	0.05	-0.18	0	-50.559	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.328	4.3	1.1694	11.21	0.01	-0.012	0	-0.0172	36.6	0.02	0.019	0	0.1323	1.9	239.69	0.024	5	85.2747	20176.7
49830	0.05	-0.18	0	-50.559	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.328	4.3	1.1698	11.22	0.01	-0.012	0	-0.0172	36.6	0.03	0.019	0	0.1323	1.9	239.6	0.024	5	85.2747	20176.7
49835	0.05	-0.18	0	-50.559	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.328	4.3	1.1703	11.22	0.01	-0.012	0	-0.0172	36.6	0.03	0.019	0	0.1323	1.9	239.61	0.024	5	85.2748	20176.7
49840	0.05	-0.18	0	-50.56	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.328	4.3	1.1708	11.23	0.02	-0.012	0	-0.0172	36.6	0.03	0.019	0	0.1324	1.9	239.45	0.024	5	85.2748	20176.7
49845	0.05	-0.18	0	-50.56	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.329	4.3	1.1712	11.24	0.02	-0.013	0	-0.0172	36.6	0.03	0.019	0	0.1324	1.9	239.49	0.024	5	85.2748	20176.8
49850	0.05	-0.18	0	-50.56	-18480	12.996	-0.03	-0.3	39.894	593.59	12.995	0.328	4.3	1.1717	11.24	0.02	-0.013	0	-0.0173	36.6	0.02	0.019	0	0.1324	1.9	239.53	0.024	5	85.2749	20176.8
49855	0.04	-0.18	0	-50.56	-18480	12.996	-0.03	-0.3	39.894	593.59	12.995	0.328	4.3	1.1721	11.25	0.01	-0.012	0	-0.0173	36.6	0.02	0.019	0	0.1324	1.9	239.65	0.024	5	85.2749	20176.8
49860	0.05	-0.18	0	-50.561	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.329	4.3	1.1726	11.25	0.02	-0.012	0	-0.0173	36.6	0.03	0.019	0	0.1325	1.9	239.53	0.025	5	85.2749	20176.8
49865	0.05	-0.18	0	-50.561	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.327	4.3	1.1731	11.26	0.02	-0.012	0	-0.0173	36.6	0.03	0.019	0	0.1325	1.9	239.98	0.025	5	85.275	20176.8
49870	0.05	-0.19	0	-50.561	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.329	4.3	1.1735	11.27	0.02	-0.012	0	-0.0173	36.6	0.03	0.019	0	0.1325	1.9	239.8	0.024	5	85.275	20176.8
49875	0.05	-0.18	0	-50.561	-18480	12.996	-0.02	-0.3	39.894	593.59	12.995	0.328	4.3	1.174	11.27	0.01	-0.012	0	-0.0173	36.6	0.03	0.019	0	0.1326	1.9	239.58	0.024	5	85.275	20176.8
49880	0.05	-0.18	0	-50.562	-18480	12.995	-0.02	-0.3	39.894	593.59	12.995	0.352	4.6	1.1744	11.28	0.02	-0.012	0	-0.0174	36.6	0.03	0.019	0	0.1326	1.9	239.71	0.024	5	85.2751	20176.8
49885	0.06	-0.18	0	-50.562	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1749	11.28	0.02	-0.012	0	-0.0174	36.6	0.03	0.019	0	0.1326	1.9	239.6	0.024	5	85.2751	20176.8
49890	0.05	-0.18	0	-50.562	-18480	12.996	-0.03	-0.3	39.894	593.58	12.995	0.329	4.3	1.1753	11.29	0.03	-0.012	0	-0.0174	36.6	0.02	0.02	0	0.1326	1.9	239.74	0.024	5	85.2751	20176.8
49895	0.05	-0.18	0	-50.562	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.329	4.3	1.1758	11.3	0.03	-0.012	0	-0.0174	36.6	0.02	0.019	0	0.1327	1.9	239.62	0.024	5	85.2752	20176.8
49900	0.05	-0.18	0	-50.563	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1763	11.3	0.02	-0.012	0	-0.0174	36.6	0.03	0.019	0	0.1327	1.9	239.72	0.024	5	85.2752	20176.8
49905	0.05	-0.18	0	-50.563	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.327	4.2	1.1767	11.31	0.02	-0.012	0	-0.0174	36.6	0.03	0.019	0	0.1327	1.9	239.77	0.024	5	85.2752	20176.8
49910	0.05	-0.18	0	-50.563	-18480	12.995	-0.03	-0.3	39.894	593.58	12.995	0.327	4.3	1.1772	11.31	0.02	-0.012	0	-0.0175	36.6	0.02	0.019	0	0.1327	1.9	239.71	0.024	5	85.2753	20176.8
49915	0.06	-0.18	0	-50.563	-18480	12.996	-0.03	-0.3	39.894	593.58	12.995	0.328	4.3	1.1776	11.32	0.02	-0.012	0	-0.0175	36.6	0.02	0.019	0	0.1328	1.9	239.84	0.024	5	85.2753	20176.9
49920	0.05	-0.18	0	-50.564	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.329	4.3	1.1781	11.33	0.02	-0.012	0	-0.0175	36.6	0.03	0.019	0	0.1328	1.9	239.94	0.024	5	85.2753	20176.9
49925	0.05	-0.18	0	-50.564	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1785	11.33	0.02	-0.012	0	-0.0175	36.6	0.02	0.019	0	0.1328	1.9	239.88	0.024	5	85.2754	20176.9
49930	0.05	-0.18	0	-50.564	-18480	12.995	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.179	11.34	0.01	-0.012	0	-0.0175	36.6	0.04	0.019	0	0.1328	1.9	239.62	0.024	5	85.2754	20176.9
49935	0.05	-0.18	0	-50.564	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.337	4.4	1.1795	11.34	0.01	-0.013	0	-0.0175	36.6	0.03	0.019	0	0.1329	1.9	239.65	0.024	5	85.2755	20176.9
49940	0.05	-0.19	0	-50.565	-18480	12.995	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1799	11.35	0.01	-0.012	0	-0.0176	36.6	0.02	0.019	0	0.1329	1.9	239.91	0.024	5	85.2755	20176.9
49945	0.05	-0.18	0	-50.565	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1804	11.36	0.02	-0.013	0	-0.0176	36.6	0.02	0.019	0	0.1329	1.9	239.85	0.024	5	85.2755	20176.9
49950	0.05	-0.18	0	-50.565	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1808	11.36	0.02	-0.013	0	-0.0176	36.6	0.03	0.019	0	0.133	1.9	239.53	0.024	5	85.2756	20176.9
49955	0.06	-0.18	0	-50.565	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1813	11.37	0.02	-0.013	0	-0.0176	36.6	0.03	0.019	0	0.133	1.9	239.63	0.024	5	85.2756	20176.9
49960	0.05	-0.18	0	-50.566	-18480	12.996	-0.02	-0.3	39.894	593.58	12.995	0.328	4.3	1.1818	11.37	0.02	-0.012	0	-0.0176	36.6	0.03	0.019	0	0.133	1.9	239.72	0.024	5	85.2756	20176.9
49965	0.05	-0.18	0	-50.566	-18480	12.996	-0.02	-0.3	39.893	593.58	12.995	0.329	4.3	1.1822	11.38	0.02	-0.012	0	-0.0177	36.6	0.03	0.019	0	0.133	1.9	239.79	0.024	5	85.2756	20176.9
49970	0.05	-0.18	0	-50.566	-18480	12.996	-0.02	-0.3	39.893	593.58	12.995	0.328	4.3	1.1827	11.38	0.02	-0.012	0	-0.0177	36.6	0.03	0.019	0	0.1331	1.9	239.55	0.024	5	85.2757	20176.9
49975	0.05	-0.18	0	-50.566	-18480	12.995	-0.02	-0.3	39.893	593.58	12.995	0.328	4.3	1.1831	11.39	0.02	-0.013	0	-0.0177	36.6	0.03	0.019	0	0.1331	1.9	239.53	0.024	5	85.2757	20176.9
49980	0.05	-0.18	0	-50.567	-18480	12.996	-0.03	-0.3	39.893	593.58	12.995	0.327	4.3	1.1836	11.4	0.01	-0.013	0	-0.0177	36.6	0.04	0.019	0	0.1331	1.9	239.83	0.024	5	85.2758	20176.9
49985	0.05	-0.18	0	-50.567	-18480	12.995	-0.03	-0.3	39.893	593.58	12.994	0.335	4.4	1.184	11.4	0.02	-0.012	0	-0.0177	36.6	0.03	0.019	0	0.1331	1.9	239.76	0.024	5	85.2758	20176.9
49990	0.05	-0.18	0	-50.567	-18480	12.996	-0.02	-0.3	39.893	593.58	12.995	0.328	4.3	1.1845	11.41	0.02	-0.013	0	-0.0177	36.6	0.03	0.019	0	0.1332	1.9	239.41	0.024	5	85.2758	20177
49995	0.05	-0.18	0	-50.567	-18480	12.996	-0.02	-0.3	39.893	593.58	12.995	0.327	4.3	1.185	11.41	0.02	-0.013	0	-0.0178	36.6	0.03	0.019	0	0.1332	1.9	239.71	0.024	5	85.2759	20177
50000	0.05	-0.18	0	-50.568	-18480	12.996	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1854	11.42	0.02	-0.012	0	-0.0178	36.6	0.03	0.019	0	0.1332	1.9	239.81	0.024	5	85.2759	20177
50005	0.04	-0.18	0	-50.568	-18480	12.995	-0.03	-0.3	39.893	593.57	12.995	0.327	4.3	1.1859	11.43	0.02	-0.012	0	-0.0178	36.6	0.02	0.019	0	0.1332	1.9	239.61	0.024	5	85.2759	20177
50010	0.05	-0.18	0	-50.568	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.327	4.3	1.1863	11.43	0.02	-0.012	0	-0.0178	36.6	0.02	0.019	0	0.1333	1.9	239.54	0.024	5	85.276	20177
50015	0.05	-0.18	0	-50.568	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1868	11.44	0.03	-0.013	0	-0.0178	36.6	0.03	0.019	0	0.1333	1.9	239.88	0.024	5	85.276	20177
50020	0.05	-0.18	0	-50.569	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1872	11.44	0.03	-0.013	0	-0.0178	36.6	0.03	0.019	0	0.1333	1.9	239.87	0.024	5	85.276	20177
50025	0.05	-0.19	0	-50.569	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1877	11.45	0.02	-0.012	0	-0.0179	36.6	0.03	0.019	0	0.1334	1.9	239.77	0.024	5	85.2761	20177
50030	0.05	-0.19	0	-50.569	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1882	11.46	0.03	-0.012	0	-0.0179	36.6	0.03	0.019	0	0.1334	1.9	239.67	0.024	5	85.2761	20177
50035	0.05	-0.18	0	-50.569	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1886	11.46	0.02	-0.012	0	-0.0179	36.6	0.03	0.019	0	0.1334	1.9	239.93	0.024	5	85.2761	20177
50040	0.05	-0.19	0	-50.57	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.351	4.6	1.1891	11.47	0.03	-0.012	0	-0.0179	36.6	0.03	0.019	0	0.1334	1.9	239.94	0.024	5	85.2762	20177
50045	0.05	-0.18	0	-50.57	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.327	4.3	1.1895	11.47	0.02	-0.012	0	-0.0179	36.6	0.03	0.019	0	0.1335	1.9	239.74	0.024	5	85.2762	20177
50050	0.05	-0.18	0	-50.57	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.328	4.3	1.19	11.48	0.02	-0.012	0	-0.0179	36.6	0.03	0.019	0	0.1335	1.9	239.66	0.024	5	85.2762	20177
50055	0.05	-0.18	0	-50.57	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.328	4.3	1.1904	11.49	0.02	-0.012	0	-0.018	36.6	0.03	0.019	0	0.1335	1.9	239.81	0.025	5	85.2763	20177
50060	0.05	-0.18	0	-50.571	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.326	4.2	1.1909	11.49	0.02	-0.012	0	-0.018	36.6	0.03	0.019	0	0.1335	1.9	239.75	0.024	5	85.2763	20177.1
50065	0.05	-0.18	0	-50.571	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.328	4.3	1.1914	11.5	0.02	-0.012	0	-0.018	36.6	0.03	0.019	0	0.1336	1.9	239.62	0.024	5	85.2763	20177.1
50070	0.05	-0.19	0	-50.571	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.327	4.3	1.1918	11.5	0.02	-0.012	0	-0.018	36.6	0.03	0.019	0	0.1336	1.9	239.62	0.024	5	85.2764	20177.1
50075	0.05	-0.18	0	-50.571	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.327	4.3	1.1923	11.51	0.02	-0.012	0	-0.018	36.6	0.02	0.019	0	0.1336	1.9	239.85	0.024	5	85.2764	20177.1
50080	0.05	-0.18	0	-50.572	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.327	4.2	1.1927	11.52	0.01	-0.012	0	-0.018	36.6	0.03	0.019	0	0.1337	1.9	239.64	0.024	5	85.2764	20177.1
50085	0.05	-0.18	0	-50.572	-18480	12.995	-0.02	-0.3	39.893	593.57	12.995	0.327	4.3	1.1932	11.52	0.01	-0.012	0	-0.0181	36.6	0.03	0.019	0	0.1337	1.9	238.72	0.024	5	85.2765	20177.1
50090	0.05	-0.18	0	-50.572	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.328	4.3	1.1936	11.53	0.02	-0.012	0	-0.0181	36.6	0.03	0.019	0	0.1337	1.9	239.54	0.024	5	85.2765	20177.1
50095	0.05	-0.18	0	-50.572	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.359	4.7	1.1941	11.53	0.01	-0.012	0	-0.0181	36.6	0.03	0.019	0	0.1337	1.9	239.81	0.024	5	85.2765	20177.1
50100	0.05	-0.18	0	-50.573	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.326	4.2	1.1946	11.54	0.02	-0.012	0	-0.0181	36.6	0.03	0.019	0	0.1338	1.9	239.6	0.024	5	85.2766	20177.1
50105	0.05	-0.19	0	-50.573	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.328	4.3	1.195	11.55	0.03	-0.012	0	-0.0181	36.6	0.02	0.019	0	0.1338	1.9	239.56	0.024	5	85.2766	20177.1
50110	0.05	-0.19	0	-50.573	-18480	12.995	-0.02	-0.3	39.893	593.57	12.994	0.328	4.3	1.1955	11.55	0.02	-0.013	0	-0.0182	36.6	0.02	0.019	0	0.1338	1.9	239.68	0.024	5	85.2766	20177.1
50115	0.05	-0.18	0	-50.574	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.327	4.2	1.1959	11.56	0.02	-0.013	0	-0.0182	36.6	0.03	0.019	0	0.1338	1.9	239.81	0.024	5	85.2767	20177.1
50120	0.05	-0.18	0	-50.574	-18480	12.995	-0.02	-0.3	39.892	593.56	12.995	0.327	4.2	1.1964	11.56	0.02	-0.013	0	-0.0182	36.6	0.03	0.019	0	0.1339	1.9	239.64	0.024	5	85.2767	20177.1
50125	0.05	-0.18	0	-50.574	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.327	4.3	1.1968	11.57	0.02	-0.012	0	-0.0182	36.6	0.03	0.019	0	0.1339	1.9	239.51	0.024	5	85.2767	20177.1
50130	0.05	-0.18	0	-50.574	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.328	4.3	1.1973	11.57	0.02	-0.013	0	-0.0182	36.6	0.03	0.019	0	0.1339	1.9	239.54	0.024	5	85.2768	20177.1
50135	0.05	-0.18	0	-50.575	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.329	4.3	1.1977	11.58	0.02	-0.013	0	-0.0182	36.6	0.02	0.019	0	0.1339	1.9	239.73	0.024	5	85.2768	20177.2
50140	0.05	-0.19	0	-50.575	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.328	4.3	1.1982	11.59	0.02	-0.013	0	-0.0183	36.6	0.03	0.019	0	0.134	1.9	239.48	0.024	5	85.2768	20177.2
50145	0.06	-0.18	0	-50.575	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.328	4.3	1.1987	11.59	0.02	-0.013	0	-0.0183	36.6	0.03	0.019	0	0.134	1.9	239.35	0.024	5	85.2769	20177.2
50150	0.06	-0.18	0	-50.575	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.328	4.3	1.1991	11.6	0.02	-0.013	0	-0.0183	36.6	0.03	0.019	0	0.134	1.9	239.77	0.024	5	85.2769	20177.2
50155	0.05	-0.18	0	-50.576	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.327	4.3	1.1996	11.6	0.02	-0.013	0	-0.0183	36.6	0.03	0.019	0	0.1341	1.9	239.72	0.024	5	85.2769	20177.2
50160	0.06	-0.18	0	-50.576	-18480	12.995	-0.02	-0.3	39.892	593.56	12.994	0.327	4.3	1.2	11.61	0.02	-0.012	0	-0.0183	36.6	0.02	0.019	0	0.1341	1.9	239.5	0.024	5	85.277	20177.2
