Time[s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
37555	-0.06	-0.04	0	-52.406	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.953	-27.23	-0.04	-0.007	0	1.0001	382.2	-0.02	0.001	0	0.0519	11.2	240.05	0.023	5	90.5197	21570.1
37560	-0.06	-0.04	0	-52.406	-19465	12.957	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9534	-27.24	-0.04	-0.007	0	1.0001	382.2	-0.01	0.001	0	0.0519	11.2	240.22	0.023	5	90.5198	21570.1
37565	-0.06	-0.03	0	-52.406	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9538	-27.24	-0.04	-0.008	0	1.0001	382.2	-0.02	0.001	0	0.0519	11.2	240.28	0.023	5	90.5198	21570.1
37570	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.277	-3.6	-1.9542	-27.25	-0.04	-0.007	0	1.0001	382.2	-0.01	0.001	0	0.0519	11.2	239.99	0.023	5	90.5198	21570.1
37575	-0.06	-0.03	0	-52.406	-19465	12.957	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9546	-27.25	-0.04	-0.007	0	1	382.2	-0.01	0.001	0	0.0519	11.2	239.87	0.023	5	90.5199	21570.1
37580	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.955	-27.26	-0.04	-0.008	0	1	382.2	-0.01	0.001	0	0.0519	11.2	239.96	0.023	5	90.5199	21570.1
37585	-0.05	-0.03	0	-52.406	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9554	-27.26	-0.04	-0.008	0	1	382.2	-0.01	0.001	0	0.0519	11.2	240.1	0.023	5	90.5199	21570.1
37590	-0.06	-0.04	0	-52.406	-19465	12.956	0	0.1	36.54	513.2	12.954	-0.287	-3.7	-1.9558	-27.27	-0.04	-0.007	0	1	382.2	-0.01	0.001	0	0.0519	11.2	240.11	0.023	5	90.52	21570.1
37595	-0.06	-0.04	0	-52.406	-19465	12.956	0.01	0.1	36.54	513.2	12.954	-0.286	-3.7	-1.9562	-27.27	-0.04	-0.008	0	1	382.2	-0.02	0.001	0	0.0519	11.2	239.8	0.023	5	90.52	21570.1
37600	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9566	-27.28	-0.04	-0.007	0	1	382.2	-0.02	0.001	0	0.0519	11.2	239.96	0.023	5	90.52	21570.1
37605	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9569	-27.28	-0.04	-0.008	0	1	382.2	-0.01	0.001	0	0.0519	11.2	239.87	0.023	5	90.5201	21570.1
37610	-0.07	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9573	-27.29	-0.04	-0.007	0	1	382.2	-0.02	0.001	0	0.0519	11.2	239.82	0.023	5	90.5201	21570.2
37615	-0.06	-0.03	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.285	-3.7	-1.9577	-27.29	-0.04	-0.008	0	1	382.2	-0.02	0.001	0	0.0519	11.2	239.99	0.023	5	90.5201	21570.2
37620	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.245	-3.2	-1.9581	-27.3	-0.04	-0.008	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	240.12	0.023	5	90.5202	21570.2
37625	-0.06	-0.03	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.287	-3.7	-1.9585	-27.3	-0.04	-0.007	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	240.01	0.023	5	90.5202	21570.2
37630	-0.06	-0.03	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.288	-3.7	-1.9589	-27.31	-0.05	-0.007	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	239.91	0.023	5	90.5202	21570.2
37635	-0.06	-0.04	0	-52.406	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9593	-27.31	-0.05	-0.008	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	239.94	0.023	5	90.5202	21570.2
37640	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.2	12.954	-0.286	-3.7	-1.9597	-27.32	-0.04	-0.007	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	240.01	0.023	5	90.5203	21570.2
37645	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9601	-27.32	-0.04	-0.008	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	240.02	0.023	5	90.5203	21570.2
37650	-0.06	-0.03	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9605	-27.33	-0.04	-0.007	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	239.84	0.023	5	90.5203	21570.2
37655	-0.06	-0.03	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9609	-27.33	-0.05	-0.007	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	239.94	0.023	5	90.5204	21570.2
37660	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9613	-27.34	-0.05	-0.007	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	239.99	0.023	5	90.5204	21570.2
37665	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.954	-0.288	-3.7	-1.9617	-27.34	-0.05	-0.008	0	0.9999	382.2	-0.02	0.001	0	0.052	11.2	239.97	0.023	5	90.5204	21570.2
37670	-0.06	-0.03	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9621	-27.35	-0.05	-0.007	0	0.9998	382.2	-0.01	0.001	0	0.052	11.2	239.87	0.023	5	90.5205	21570.2
37675	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9625	-27.35	-0.05	-0.008	0	0.9998	382.2	-0.02	0.001	0	0.052	11.2	240.04	0.023	5	90.5205	21570.2
37680	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9629	-27.36	-0.05	-0.007	0	0.9998	382.2	-0.02	0.001	0	0.052	11.2	240.05	0.023	5	90.5205	21570.2
37685	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9633	-27.36	-0.04	-0.007	0	0.9998	382.2	-0.01	0.001	0	0.052	11.2	240.01	0.023	5	90.5206	21570.3
37690	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9637	-27.37	-0.04	-0.007	0	0.9998	382.2	-0.01	0.001	0	0.052	11.2	239.86	0.023	5	90.5206	21570.3
37695	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9641	-27.38	-0.05	-0.008	0	0.9998	382.2	-0.02	0.001	0	0.052	11.2	240.02	0.023	5	90.5206	21570.3
37700	-0.06	-0.04	0	-52.407	-19465	12.957	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9645	-27.38	-0.05	-0.008	0	0.9998	382.2	-0.02	0.001	0	0.052	11.2	240.03	0.023	5	90.5207	21570.3
37705	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9649	-27.39	-0.05	-0.008	0	0.9998	382.2	-0.02	0.001	0	0.052	11.2	240.01	0.023	5	90.5207	21570.3
37710	-0.06	-0.04	0	-52.407	-19465	12.957	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9653	-27.39	-0.05	-0.008	0	0.9998	382.2	-0.02	0.001	0	0.052	11.2	239.89	0.023	5	90.5207	21570.3
37715	-0.05	-0.04	0	-52.407	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9657	-27.4	-0.05	-0.008	0	0.9998	382.2	-0.03	0.001	0	0.052	11.2	240.01	0.023	5	90.5208	21570.3
37720	-0.06	-0.04	0	-52.407	-19465	12.955	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.966	-27.4	-0.05	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	239.97	0.023	5	90.5208	21570.3
37725	-0.06	-0.04	0	-52.407	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9664	-27.41	-0.05	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	239.91	0.023	5	90.5208	21570.3
37730	-0.06	-0.04	0	-52.407	-19465	12.955	0	0	36.54	513.21	12.954	-0.263	-3.4	-1.9668	-27.41	-0.05	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	240.06	0.023	5	90.5209	21570.3
37735	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9672	-27.42	-0.04	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	240.09	0.024	5	90.5209	21570.3
37740	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9676	-27.42	-0.04	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	240.08	0.023	5	90.5209	21570.3
37745	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.968	-27.43	-0.05	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	239.93	0.023	5	90.521	21570.3
37750	-0.07	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9684	-27.43	-0.05	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	240.13	0.023	5	90.521	21570.3
37755	-0.07	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9688	-27.44	-0.05	-0.008	0	0.9997	382.2	-0.02	0.001	0	0.052	11.2	240.04	0.023	5	90.521	21570.3
37760	-0.07	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9692	-27.44	-0.05	-0.008	0	0.9997	382.2	-0.03	0.001	0	0.052	11.2	240.08	0.023	5	90.5211	21570.4
37765	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9696	-27.45	-0.04	-0.008	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	240.04	0.024	5	90.5211	21570.4
37770	-0.07	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.97	-27.45	-0.05	-0.007	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	240.08	0.023	5	90.5211	21570.4
37775	-0.06	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9704	-27.46	-0.04	-0.008	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	240.18	0.023	5	90.5212	21570.4
37780	-0.06	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9708	-27.46	-0.04	-0.008	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	240.07	0.023	5	90.5212	21570.4
37785	-0.06	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.281	-3.6	-1.9712	-27.47	-0.05	-0.008	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	239.83	0.023	5	90.5212	21570.4
37790	-0.07	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9716	-27.47	-0.05	-0.008	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	240.05	0.023	5	90.5213	21570.4
37795	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.972	-27.48	-0.05	-0.008	0	0.9996	382.2	-0.02	0.001	0	0.052	11.2	240.13	0.023	5	90.5213	21570.4
37800	-0.07	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9724	-27.48	-0.05	-0.008	0	0.9996	382.2	-0.01	0.001	0	0.052	11.2	240.05	0.023	5	90.5213	21570.4
37805	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9728	-27.49	-0.05	-0.008	0	0.9996	382.2	-0.01	0.001	0	0.052	11.2	240.16	0.023	5	90.5214	21570.4
37810	-0.07	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9732	-27.49	-0.05	-0.008	0	0.9996	382.2	-0.01	0.001	0	0.052	11.2	240.07	0.023	5	90.5214	21570.4
37815	-0.06	-0.03	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9736	-27.5	-0.05	-0.008	0	0.9995	382.2	-0.02	0.001	0	0.052	11.2	240.07	0.023	5	90.5214	21570.4
37820	-0.06	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.974	-27.5	-0.05	-0.008	0	0.9995	382.2	-0.02	0.001	0	0.052	11.2	240.02	0.023	5	90.5215	21570.4
37825	-0.07	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9744	-27.51	-0.05	-0.008	0	0.9995	382.2	-0.02	0.001	0	0.052	11.2	240.03	0.023	5	90.5215	21570.4
37830	-0.07	-0.04	0	-52.408	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9748	-27.51	-0.05	-0.007	0	0.9995	382.2	-0.02	0.001	0	0.052	11.2	240.35	0.023	5	90.5215	21570.5
37835	-0.06	-0.03	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.955	-0.274	-3.6	-1.9752	-27.52	-0.05	-0.008	0	0.9995	382.2	-0.02	0.001	0	0.052	11.2	240.26	0.023	5	90.5216	21570.5
37840	-0.07	-0.03	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9756	-27.52	-0.05	-0.008	0	0.9995	382.2	-0.02	0.001	0	0.052	11.2	240.15	0.024	5	90.5216	21570.5
37845	-0.07	-0.04	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.976	-27.53	-0.05	-0.008	0	0.9995	382.2	-0.01	0.001	0	0.052	11.2	240.31	0.023	5	90.5216	21570.5
37850	-0.07	-0.03	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9763	-27.53	-0.04	-0.008	0	0.9995	382.2	-0.01	0.001	0	0.052	11.2	240.5	0.024	5	90.5217	21570.5
37855	-0.07	-0.03	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9767	-27.54	-0.05	-0.008	0	0.9995	382.2	-0.03	0.001	0	0.052	11.2	240.32	0.023	5	90.5217	21570.5
37860	-0.07	-0.03	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9771	-27.54	-0.05	-0.008	0	0.9994	382.2	-0.01	0.001	0	0.052	11.2	240.14	0.023	5	90.5217	21570.5
37865	-0.07	-0.03	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.288	-3.7	-1.9775	-27.55	-0.05	-0.008	0	0.9994	382.2	-0.01	0.001	0	0.052	11.2	240.44	0.024	5	90.5218	21570.5
37870	-0.07	-0.03	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9779	-27.55	-0.05	-0.008	0	0.9994	382.2	-0.02	0.001	0	0.052	11.2	240.36	0.024	5	90.5218	21570.5
37875	-0.06	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.288	-3.7	-1.9783	-27.56	-0.04	-0.008	0	0.9994	382.2	-0.02	0.001	0	0.052	11.2	240.37	0.024	5	90.5218	21570.5
37880	-0.06	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9787	-27.56	-0.05	-0.008	0	0.9994	382.2	-0.01	0.001	0	0.052	11.2	240.17	0.023	5	90.5218	21570.5
37885	-0.07	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9791	-27.57	-0.04	-0.008	0	0.9994	382.2	-0.01	0.001	0	0.052	11.2	240.31	0.024	5	90.5219	21570.5
37890	-0.06	-0.03	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.954	-0.261	-3.4	-1.9795	-27.58	-0.05	-0.008	0	0.9994	382.2	-0.02	0.001	0	0.052	11.2	240.39	0.023	5	90.5219	21570.5
37895	-0.06	-0.03	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9799	-27.58	-0.04	-0.008	0	0.9994	382.2	-0.02	0.001	0	0.052	11.2	240.26	0.023	5	90.5219	21570.5
37900	-0.07	-0.03	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9803	-27.59	-0.04	-0.008	0	0.9994	382.2	-0.02	0.001	0	0.052	11.2	240.13	0.023	5	90.522	21570.5
37905	-0.06	-0.03	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9807	-27.59	-0.05	-0.008	0	0.9994	382.2	-0.02	0.001	0	0.052	11.2	240.36	0.024	5	90.522	21570.6
37910	-0.06	-0.04	0	-52.409	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9811	-27.6	-0.04	-0.007	0	0.9993	382.2	-0.01	0.001	0	0.052	11.2	240.35	0.024	5	90.522	21570.6
37915	-0.06	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9815	-27.6	-0.04	-0.008	0	0.9993	382.2	-0.01	0.001	0	0.052	11.2	240.13	0.024	5	90.5221	21570.6
37920	-0.06	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.954	-0.287	-3.7	-1.9819	-27.61	-0.04	-0.008	0	0.9993	382.2	-0.01	0.001	0	0.052	11.2	240.3	0.024	5	90.5221	21570.6
37925	-0.06	-0.03	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9823	-27.61	-0.04	-0.008	0	0.9993	382.2	-0.01	0.001	0	0.052	11.2	240.31	0.024	5	90.5221	21570.6
37930	-0.06	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.288	-3.7	-1.9827	-27.62	-0.04	-0.008	0	0.9993	382.2	-0.02	0.001	0	0.052	11.2	240.22	0.024	5	90.5222	21570.6
37935	-0.06	-0.04	0	-52.409	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9831	-27.62	-0.04	-0.007	0	0.9993	382.2	-0.02	0.001	0	0.052	11.2	240.17	0.024	5	90.5222	21570.6
37940	-0.06	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.954	-0.286	-3.7	-1.9835	-27.63	-0.04	-0.008	0	0.9993	382.2	-0.02	0.001	0	0.052	11.2	240.15	0.023	5	90.5222	21570.6
37945	-0.06	-0.04	0	-52.41	-19465	12.956	0	0	36.54	513.21	12.954	-0.267	-3.5	-1.9839	-27.63	-0.03	-0.008	0	0.9993	382.2	-0.02	0.001	0	0.052	11.2	240.32	0.024	5	90.5223	21570.6
37950	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9843	-27.64	-0.03	-0.008	0	0.9993	382.2	-0.01	0.001	0	0.052	11.2	240.24	0.024	5	90.5223	21570.6
37955	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9847	-27.64	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.13	0.023	5	90.5223	21570.6
37960	-0.06	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9851	-27.65	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.1	0.024	5	90.5224	21570.6
37965	-0.07	-0.03	0	-52.41	-19465	12.957	0	0.1	36.54	513.21	12.955	-0.287	-3.7	-1.9855	-27.65	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.45	0.024	5	90.5224	21570.6
37970	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.288	-3.7	-1.9859	-27.66	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.38	0.023	5	90.5224	21570.6
37975	-0.06	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9863	-27.66	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.06	0.023	5	90.5225	21570.7
37980	-0.07	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9867	-27.67	-0.04	-0.007	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.21	0.023	5	90.5225	21570.7
37985	-0.07	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.288	-3.7	-1.9871	-27.67	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.34	0.023	5	90.5225	21570.7
37990	-0.07	-0.03	0	-52.41	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9875	-27.68	-0.04	-0.007	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.11	0.023	5	90.5226	21570.7
37995	-0.07	-0.03	0	-52.41	-19465	12.957	0	0.1	36.54	513.21	12.955	-0.285	-3.7	-1.9879	-27.68	-0.04	-0.007	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.13	0.023	5	90.5226	21570.7
38000	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9883	-27.69	-0.04	-0.008	0	0.9992	382.2	-0.01	0.001	0	0.052	11.2	240.33	0.024	5	90.5226	21570.7
38005	-0.07	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9887	-27.69	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.052	11.2	240.53	0.024	5	90.5227	21570.7
38010	-0.07	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9891	-27.7	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.38	0.024	5	90.5227	21570.7
38015	-0.07	-0.03	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9895	-27.7	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.37	0.024	5	90.5227	21570.7
38020	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9899	-27.71	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.49	0.024	5	90.5228	21570.7
38025	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9902	-27.71	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.56	0.024	5	90.5228	21570.7
38030	-0.07	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9906	-27.72	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.36	0.024	5	90.5228	21570.7
38035	-0.06	-0.04	0	-52.41	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.991	-27.72	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.46	0.024	5	90.5229	21570.7
38040	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9914	-27.73	-0.04	-0.008	0	0.9991	382.2	-0.03	0.001	0	0.0521	11.2	240.56	0.024	5	90.5229	21570.7
38045	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9918	-27.73	-0.04	-0.008	0	0.9991	382.2	-0.02	0.001	0	0.0521	11.2	240.55	0.023	5	90.5229	21570.7
38050	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.27	-3.5	-1.9922	-27.74	-0.05	-0.008	0	0.999	382.2	-0.01	0.001	0	0.0521	11.2	240.29	0.023	5	90.523	21570.8
38055	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9926	-27.74	-0.04	-0.008	0	0.999	382.2	-0.01	0.001	0	0.0521	11.2	240.5	0.023	5	90.523	21570.8
38060	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.993	-27.75	-0.05	-0.008	0	0.999	382.2	-0.01	0.001	0	0.0521	11.2	240.53	0.023	5	90.523	21570.8
38065	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.286	-3.7	-1.9934	-27.76	-0.03	-0.008	0	0.999	382.2	-0.02	0.001	0	0.0521	11.2	240.46	0.024	5	90.5231	21570.8
38070	-0.06	-0.04	0	-52.411	-19465	12.956	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9938	-27.76	-0.04	-0.008	0	0.999	382.2	-0.02	0.001	0	0.0521	11.2	240.37	0.023	5	90.5231	21570.8
38075	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.9942	-27.77	-0.04	-0.008	0	0.999	382.2	-0.02	0.001	0	0.0521	11.2	240.51	0.024	5	90.5231	21570.8
38080	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.288	-3.7	-1.9946	-27.77	-0.05	-0.008	0	0.999	382.2	-0.02	0.001	0	0.0521	11.2	240.49	0.024	5	90.5232	21570.8
38085	-0.06	-0.04	0	-52.411	-19465	12.957	0	0	36.54	513.21	12.955	-0.287	-3.7	-1.995	-27.78	-0.04	-0.008	0	0.999	382.2	-0.02	0.001	0	0.0521	11.2	240.37	0.024	5	90.5232	21570.8
