Time[s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
24325	-0.02	-0.08	0	-52.154	-19465	12.934	0.01	0.1	36.531	513.09	12.933	-0.043	-0.5	-1.6304	-23.06	-0.03	-0.004	0	1.0188	382.2	0.01	0.004	0	0.0413	11.2	239.58	0.024	5	90.4298	21552.2
24330	-0.02	-0.08	0	-52.154	-19465	12.934	0	0	36.532	513.09	12.933	-0.042	-0.5	-1.6304	-23.07	-0.03	-0.004	0	1.0188	382.2	0.01	0.004	0	0.0413	11.2	239.31	0.024	5	90.4299	21552.2
24335	-0.02	-0.08	0	-52.154	-19465	12.934	0	0.1	36.532	513.09	12.933	-0.042	-0.5	-1.6305	-23.07	-0.03	-0.004	0	1.0188	382.2	0.02	0.004	0	0.0413	11.2	239.35	0.024	5	90.4299	21552.2
24340	-0.02	-0.07	0	-52.154	-19465	12.934	0	0.1	36.532	513.09	12.933	-0.041	-0.5	-1.6305	-23.07	-0.03	-0.004	0	1.0188	382.2	0.01	0.004	0	0.0413	11.2	239.27	0.024	5	90.4299	21552.2
24345	-0.02	-0.08	0	-52.155	-19465	12.934	0	0.1	36.532	513.09	12.933	-0.042	-0.5	-1.6306	-23.07	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.61	0.024	5	90.43	21552.2
24350	-0.02	-0.08	0	-52.155	-19465	12.934	0	0.1	36.532	513.09	12.933	-0.042	-0.5	-1.6307	-23.07	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.35	0.024	5	90.43	21552.3
24355	-0.02	-0.07	0	-52.155	-19465	12.934	0	0	36.532	513.09	12.932	-0.042	-0.5	-1.6307	-23.07	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.48	0.024	5	90.43	21552.3
24360	-0.02	-0.08	0	-52.155	-19465	12.934	0	0	36.532	513.09	12.933	-0.041	-0.5	-1.6308	-23.07	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.32	0.024	5	90.4301	21552.3
24365	-0.02	-0.08	0	-52.155	-19465	12.934	0	0	36.532	513.09	12.933	-0.043	-0.6	-1.6308	-23.07	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.31	0.024	5	90.4301	21552.3
24370	-0.01	-0.08	0	-52.155	-19465	12.934	0	0	36.532	513.09	12.933	-0.043	-0.6	-1.6309	-23.07	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.31	0.024	5	90.4301	21552.3
24375	-0.01	-0.08	0	-52.155	-19465	12.934	0	0	36.532	513.09	12.932	-0.041	-0.5	-1.6309	-23.07	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.31	0.024	5	90.4302	21552.3
24380	-0.01	-0.08	0	-52.155	-19465	12.934	0	0	36.532	513.09	12.932	-0.042	-0.5	-1.631	-23.07	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.52	0.024	5	90.4302	21552.3
24385	-0.01	-0.08	0	-52.155	-19465	12.934	0	0.1	36.532	513.09	12.932	-0.043	-0.6	-1.631	-23.07	-0.02	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.53	0.024	5	90.4302	21552.3
24390	-0.01	-0.08	0	-52.156	-19465	12.934	0	0.1	36.532	513.09	12.932	-0.043	-0.6	-1.6311	-23.07	-0.02	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.28	0.024	5	90.4303	21552.3
24395	-0.01	-0.08	0	-52.156	-19465	12.934	0	0	36.532	513.09	12.932	-0.021	-0.3	-1.6312	-23.07	-0.02	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.22	0.024	5	90.4303	21552.3
24400	-0.01	-0.08	0	-52.156	-19465	12.934	0	0	36.532	513.09	12.932	-0.042	-0.5	-1.6312	-23.08	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.4	0.024	5	90.4303	21552.3
24405	-0.02	-0.08	0	-52.156	-19465	12.934	0	0.1	36.532	513.09	12.932	-0.043	-0.6	-1.6313	-23.08	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.43	0.024	5	90.4304	21552.3
24410	-0.02	-0.08	0	-52.156	-19465	12.933	0	0	36.532	513.09	12.932	-0.043	-0.6	-1.6313	-23.08	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.33	0.024	5	90.4304	21552.3
24415	-0.02	-0.08	0	-52.156	-19465	12.934	0	0	36.532	513.09	12.932	-0.043	-0.6	-1.6314	-23.08	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.19	0.024	5	90.4304	21552.3
24420	-0.02	-0.08	0	-52.156	-19465	12.934	0	0.1	36.532	513.09	12.932	-0.042	-0.5	-1.6314	-23.08	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.27	0.024	5	90.4305	21552.3
24425	-0.02	-0.08	0	-52.156	-19465	12.934	0.01	0.1	36.532	513.09	12.932	-0.041	-0.5	-1.6315	-23.08	-0.03	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.42	0.024	5	90.4305	21552.4
24430	-0.01	-0.08	0	-52.156	-19465	12.934	0.01	0.1	36.532	513.1	12.932	-0.042	-0.5	-1.6316	-23.08	-0.02	-0.004	0	1.0187	382.2	0.01	0.004	0	0.0414	11.2	239.32	0.024	5	90.4305	21552.4
24435	-0.02	-0.08	0	-52.157	-19465	12.933	0	0.1	36.532	513.1	12.932	-0.042	-0.5	-1.6316	-23.08	-0.03	-0.004	0	1.0187	382.2	0.02	0.004	0	0.0414	11.2	239.32	0.024	5	90.4306	21552.4
24440	-0.02	-0.08	0	-52.157	-19465	12.933	0	0.1	36.532	513.1	12.932	-0.042	-0.5	-1.6317	-23.08	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0414	11.2	239.52	0.024	5	90.4306	21552.4
24445	-0.02	-0.08	0	-52.157	-19465	12.933	0	0.1	36.532	513.1	12.932	-0.041	-0.5	-1.6317	-23.08	-0.02	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.35	0.024	5	90.4306	21552.4
24450	-0.02	-0.08	0	-52.157	-19465	12.934	0	0	36.532	513.1	12.932	-0.038	-0.5	-1.6318	-23.08	-0.03	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.15	0.024	5	90.4307	21552.4
24455	-0.02	-0.08	0	-52.157	-19465	12.933	0	0	36.532	513.1	12.932	-0.042	-0.5	-1.6318	-23.08	-0.02	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.26	0.024	5	90.4307	21552.4
24460	-0.02	-0.08	0	-52.157	-19465	12.934	0	0	36.532	513.1	12.932	-0.043	-0.6	-1.6319	-23.08	-0.03	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.55	0.024	5	90.4307	21552.4
24465	-0.01	-0.08	0	-52.157	-19465	12.934	0	0	36.532	513.1	12.932	-0.042	-0.5	-1.632	-23.08	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.44	0.024	5	90.4308	21552.4
24470	-0.02	-0.08	0	-52.157	-19465	12.933	0	0.1	36.532	513.1	12.932	-0.044	-0.6	-1.632	-23.09	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.31	0.024	5	90.4308	21552.4
24475	-0.02	-0.08	0	-52.157	-19465	12.933	0	0	36.532	513.1	12.932	-0.042	-0.5	-1.6321	-23.09	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.32	0.024	5	90.4308	21552.4
24480	-0.01	-0.08	0	-52.158	-19465	12.933	0	0.1	36.532	513.1	12.931	-0.043	-0.6	-1.6321	-23.09	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.57	0.024	5	90.4309	21552.4
24485	-0.02	-0.08	0	-52.158	-19465	12.933	0	0.1	36.532	513.1	12.931	-0.042	-0.5	-1.6322	-23.09	-0.03	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.35	0.024	5	90.4309	21552.4
24490	-0.02	-0.08	0	-52.158	-19465	12.933	0	0	36.532	513.1	12.932	-0.043	-0.6	-1.6323	-23.09	-0.03	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.42	0.024	5	90.4309	21552.4
24495	-0.02	-0.08	0	-52.158	-19465	12.933	0	0	36.532	513.1	12.932	-0.042	-0.5	-1.6323	-23.09	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.44	0.024	5	90.431	21552.4
24500	-0.01	-0.08	0	-52.158	-19465	12.933	0	0	36.532	513.1	12.931	-0.028	-0.4	-1.6324	-23.09	-0.02	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.41	0.024	5	90.431	21552.5
24505	-0.01	-0.08	0	-52.158	-19465	12.933	0	0.1	36.532	513.1	12.931	-0.043	-0.6	-1.6324	-23.09	-0.03	-0.004	0	1.0186	382.2	0.02	0.004	0	0.0415	11.2	239.38	0.024	5	90.431	21552.5
24510	-0.01	-0.08	0	-52.158	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6325	-23.09	-0.02	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.12	0.024	5	90.4311	21552.5
24515	-0.01	-0.08	0	-52.158	-19465	12.933	0	0	36.532	513.1	12.931	-0.043	-0.6	-1.6325	-23.09	-0.03	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.42	0.024	5	90.4311	21552.5
24520	-0.01	-0.08	0	-52.158	-19465	12.933	0	0	36.532	513.1	12.931	-0.042	-0.5	-1.6326	-23.09	-0.03	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.76	0.024	5	90.4311	21552.5
24525	-0.01	-0.08	0	-52.159	-19465	12.933	0	0.1	36.532	513.1	12.931	-0.043	-0.6	-1.6327	-23.09	-0.02	-0.004	0	1.0186	382.2	0.01	0.004	0	0.0415	11.2	239.48	0.024	5	90.4312	21552.5
24530	-0.02	-0.08	0	-52.159	-19465	12.933	0	0.1	36.532	513.1	12.931	-0.044	-0.6	-1.6327	-23.09	-0.02	-0.004	0	1.0186	382.2	0	0.004	0	0.0415	11.2	239.34	0.024	5	90.4312	21552.5
24535	-0.02	-0.08	0	-52.159	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6328	-23.1	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.56	0.024	5	90.4312	21552.5
24540	-0.01	-0.08	0	-52.159	-19465	12.933	0.01	0.1	36.532	513.1	12.931	-0.043	-0.6	-1.6328	-23.1	-0.03	-0.004	0	1.0185	382.2	0.02	0.004	0	0.0416	11.2	239.76	0.024	5	90.4313	21552.5
24545	-0.01	-0.08	0	-52.159	-19465	12.933	0.01	0.1	36.532	513.1	12.931	-0.044	-0.6	-1.6329	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.53	0.024	5	90.4313	21552.5
24550	-0.01	-0.08	0	-52.159	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.633	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.63	0.024	5	90.4313	21552.5
24555	-0.01	-0.08	0	-52.159	-19465	12.933	0	0	36.532	513.1	12.931	-0.019	-0.3	-1.633	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.61	0.024	5	90.4314	21552.5
24560	-0.02	-0.08	0	-52.159	-19465	12.933	0	0	36.532	513.1	12.931	-0.042	-0.5	-1.6331	-23.1	-0.03	-0.004	0	1.0185	382.2	0.02	0.004	0	0.0416	11.2	239.57	0.024	5	90.4314	21552.5
24565	-0.01	-0.08	0	-52.159	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6331	-23.1	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.42	0.024	5	90.4314	21552.5
24570	-0.02	-0.08	0	-52.16	-19465	12.933	0	0.1	36.532	513.1	12.931	-0.044	-0.6	-1.6332	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.58	0.024	5	90.4314	21552.5
24575	-0.02	-0.08	0	-52.16	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6332	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.76	0.024	5	90.4315	21552.6
24580	-0.02	-0.08	0	-52.16	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6333	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.67	0.024	5	90.4315	21552.6
24585	-0.02	-0.08	0	-52.16	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6334	-23.1	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.5	0.024	5	90.4316	21552.6
24590	-0.02	-0.08	0	-52.16	-19465	12.932	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6334	-23.1	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.59	0.024	5	90.4316	21552.6
24595	-0.01	-0.08	0	-52.16	-19465	12.933	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6335	-23.1	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.75	0.024	5	90.4316	21552.6
24600	-0.01	-0.08	0	-52.16	-19465	12.932	0	0	36.532	513.1	12.93	-0.03	-0.4	-1.6335	-23.11	-0.02	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.76	0.024	5	90.4317	21552.6
24605	-0.02	-0.08	0	-52.16	-19465	12.932	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6336	-23.11	-0.03	-0.004	0	1.0185	382.2	0.02	0.004	0	0.0416	11.2	239.72	0.024	5	90.4317	21552.6
24610	-0.02	-0.08	0	-52.16	-19465	12.932	0	0	36.532	513.1	12.931	-0.023	-0.3	-1.6337	-23.11	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.83	0.024	5	90.4317	21552.6
24615	-0.02	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6337	-23.11	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.8	0.024	5	90.4318	21552.6
24620	-0.02	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.042	-0.5	-1.6338	-23.11	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.8	0.024	5	90.4318	21552.6
24625	-0.01	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6338	-23.11	-0.03	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0416	11.2	239.86	0.024	5	90.4318	21552.6
24630	-0.01	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6339	-23.11	-0.04	-0.004	0	1.0185	382.2	0.01	0.004	0	0.0417	11.2	239.78	0.024	5	90.4319	21552.6
24635	-0.01	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.045	-0.6	-1.634	-23.11	-0.03	-0.004	0	1.0184	382.2	0	0.004	0	0.0417	11.2	239.82	0.024	5	90.4319	21552.6
24640	-0.01	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.043	-0.6	-1.634	-23.11	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.78	0.024	5	90.4319	21552.6
24645	-0.01	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.931	-0.045	-0.6	-1.6341	-23.11	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.8	0.024	5	90.432	21552.6
24650	-0.01	-0.08	0	-52.161	-19465	12.932	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6341	-23.11	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.87	0.024	5	90.432	21552.7
24655	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6342	-23.11	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.91	0.024	5	90.432	21552.7
24660	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.041	-0.5	-1.6343	-23.11	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.74	0.024	5	90.4321	21552.7
24665	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.931	-0.044	-0.6	-1.6343	-23.12	-0.03	-0.004	0	1.0184	382.2	0.02	0.004	0	0.0417	11.2	239.84	0.024	5	90.4321	21552.7
24670	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6344	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.95	0.024	5	90.4321	21552.7
24675	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.042	-0.5	-1.6344	-23.12	-0.03	-0.004	0	1.0184	382.2	0.02	0.004	0	0.0417	11.2	239.88	0.024	5	90.4322	21552.7
24680	-0.01	-0.08	0	-52.162	-19465	12.932	0	0.1	36.532	513.1	12.93	-0.042	-0.5	-1.6345	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.75	0.024	5	90.4322	21552.7
24685	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6346	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.89	0.024	5	90.4322	21552.7
24690	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6346	-23.12	-0.03	-0.004	0	1.0184	382.2	0.02	0.004	0	0.0417	11.2	240.02	0.024	5	90.4323	21552.7
24695	-0.02	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6347	-23.12	-0.02	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.92	0.024	5	90.4323	21552.7
24700	-0.01	-0.08	0	-52.162	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6347	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.91	0.024	5	90.4323	21552.7
24705	-0.01	-0.08	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6348	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.94	0.024	5	90.4323	21552.7
24710	-0.01	-0.08	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6349	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	240.09	0.024	5	90.4324	21552.7
24715	0	-0.07	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.025	-0.3	-1.6349	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	240.02	0.024	5	90.4324	21552.7
24720	-0.01	-0.08	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.042	-0.5	-1.635	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0417	11.2	239.77	0.024	5	90.4324	21552.7
24725	-0.01	-0.08	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.635	-23.12	-0.03	-0.004	0	1.0184	382.2	0.01	0.004	0	0.0418	11.2	239.93	0.024	5	90.4325	21552.8
24730	-0.01	-0.07	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6351	-23.13	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	240.09	0.024	5	90.4325	21552.8
24735	-0.01	-0.08	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6351	-23.13	-0.02	-0.004	0	1.0183	382.2	0.02	0.004	0	0.0418	11.2	239.79	0.024	5	90.4325	21552.8
24740	-0.01	-0.08	0	-52.163	-19465	12.932	0	0	36.532	513.1	12.93	-0.042	-0.5	-1.6352	-23.13	-0.02	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.96	0.024	5	90.4326	21552.8
24745	-0.01	-0.08	0	-52.163	-19465	12.931	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6353	-23.13	-0.02	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	240.04	0.024	5	90.4326	21552.8
24750	-0.01	-0.08	0	-52.164	-19465	12.931	0	0	36.532	513.1	12.93	-0.043	-0.6	-1.6353	-23.13	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.97	0.024	5	90.4326	21552.8
24755	-0.01	-0.08	0	-52.164	-19465	12.932	0.01	0.1	36.532	513.1	12.93	-0.043	-0.6	-1.6354	-23.13	-0.02	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.76	0.024	5	90.4327	21552.8
24760	-0.01	-0.08	0	-52.164	-19465	12.932	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6354	-23.13	-0.02	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.86	0.024	5	90.4327	21552.8
24765	-0.01	-0.08	0	-52.164	-19465	12.932	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6355	-23.13	-0.02	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.96	0.024	5	90.4328	21552.8
24770	-0.01	-0.08	0	-52.164	-19465	12.932	0	0	36.532	513.1	12.929	-0.043	-0.6	-1.6356	-23.13	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.94	0.024	5	90.4328	21552.8
24775	-0.02	-0.08	0	-52.164	-19465	12.932	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6356	-23.13	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.73	0.024	5	90.4328	21552.8
24780	-0.01	-0.08	0	-52.164	-19465	12.932	0	0	36.532	513.1	12.93	-0.045	-0.6	-1.6357	-23.13	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.9	0.024	5	90.4329	21552.8
24785	-0.01	-0.08	0	-52.164	-19465	12.931	0	0	36.532	513.1	12.93	-0.044	-0.6	-1.6357	-23.13	-0.02	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.84	0.024	5	90.4329	21552.8
24790	-0.01	-0.08	0	-52.164	-19465	12.932	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6358	-23.13	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.74	0.024	5	90.4329	21552.8
24795	-0.01	-0.08	0	-52.165	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6358	-23.14	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.71	0.024	5	90.433	21552.8
24800	-0.01	-0.08	0	-52.165	-19465	12.932	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6359	-23.14	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	240.04	0.024	5	90.433	21552.9
24805	-0.01	-0.08	0	-52.165	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.636	-23.14	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	240	0.024	5	90.433	21552.9
24810	-0.01	-0.08	0	-52.165	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.636	-23.14	-0.03	-0.004	0	1.0183	382.2	0.02	0.004	0	0.0418	11.2	240.01	0.024	5	90.4331	21552.9
24815	-0.01	-0.08	0	-52.165	-19465	12.93	0	0	36.532	513.1	12.929	-0.004	-0.1	-1.6361	-23.14	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0418	11.2	239.92	0.024	5	90.4331	21552.9
24820	-0.01	-0.08	0	-52.165	-19465	12.931	0	0	36.532	513.1	12.929	-0.043	-0.6	-1.6361	-23.14	-0.03	-0.004	0	1.0183	382.2	0.01	0.004	0	0.0419	11.2	240.06	0.024	5	90.4331	21552.9
24825	-0.01	-0.08	0	-52.165	-19465	12.931	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6362	-23.14	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.15	0.024	5	90.4332	21552.9
24830	-0.01	-0.08	0	-52.165	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6363	-23.14	-0.02	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	239.95	0.024	5	90.4332	21552.9
24835	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.045	-0.6	-1.6363	-23.14	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	239.86	0.024	5	90.4332	21552.9
24840	-0.02	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6364	-23.14	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	240.09	0.024	5	90.4332	21552.9
24845	-0.02	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.046	-0.6	-1.6364	-23.14	-0.03	-0.004	0	1.0182	382.2	0.02	0.004	0	0.0419	11.2	239.95	0.024	5	90.4333	21552.9
24850	-0.01	-0.08	0	-52.166	-19465	12.931	0	0	36.532	513.1	12.929	-0.044	-0.6	-1.6365	-23.14	-0.03	-0.004	0	1.0182	382.2	0.01	0.004	0	0.0419	11.2	239.93	0.024	5	90.4333	21552.9
