Time [s]	Voltage[V]_HV_Batt_net_500A_clamp	Current[A]_HV_Batt_net_500A_clamp	Power[W]_HV_Batt_net_500A_clamp	Integrated_Current[Ah]_HV_Batt_net_500A_clamp	Integrated_Power[Wh]_HV_Batt_net_500A_clamp	Voltage[V]_12V_DCDC_Out	Current[A]_12V_DCDC_Out	Power[W]_12V_DCDC_Out	Integrated_Current[Ah]_12V_DCDC_Out	Integrated_Power[Wh]_12V_DCDC_Out	Voltage[V]_12V_batt_gnd	Current[A]_12V_batt_gnd	Power[W]_12V_batt_gnd	Integrated_Current[Ah]_12V_batt_gnd	Integrated_Power[Wh]_12V_batt_gnd	Voltage[V]_AC_Compressor	Current[A]_AC_Compressor	Power[W]_AC_Compressor	Integrated_Current[Ah]_AC_Compressor	Integrated_Power[Wh]_AC_Compressor	Voltage[V]_PTC_Coolant_Heater	Current[A]_PTC_Coolant_Heater	Power[W]_PTC_Coolant_Heater	Integrated_Current[Ah]_PTC_Coolant_Heater	Integrated_Power[Wh]_PTC_Coolant_Heater	Voltage[V]_AC_Charge	Current[A]_AC_Charge	Power[W]_AC_Charge	Integrated_Current[Ah]_AC_Charge	Integrated_Power[Wh]_AC_Charge
22970	0	-0.02	0	-50.122	-18845	12.906	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.2699	-34.03	-0.04	-0.008	0	0.0316	18.5	-0.04	0.008	0	0.0581	15.3	240.46	0.025	5	87.2901	20748
22975	0.01	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.27	-34.03	-0.04	-0.008	0	0.0316	18.5	-0.03	0.008	0	0.0581	15.3	240.43	0.025	5	87.2901	20748
22980	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.27	-34.03	-0.03	-0.008	0	0.0316	18.5	-0.04	0.009	0	0.0581	15.3	240.45	0.025	5	87.2901	20748
22985	0.01	-0.02	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.039	-0.5	-2.2701	-34.03	-0.04	-0.008	0	0.0315	18.5	-0.03	0.009	0	0.0581	15.3	240.53	0.025	5	87.2902	20748
22990	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.2702	-34.03	-0.04	-0.008	0	0.0315	18.5	-0.04	0.008	0	0.0581	15.3	240.49	0.025	5	87.2902	20748
22995	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.2702	-34.03	-0.04	-0.008	0	0.0315	18.5	-0.04	0.008	0	0.0581	15.3	240.36	0.025	5	87.2903	20748.1
23000	0	-0.02	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.2703	-34.03	-0.04	-0.008	0	0.0315	18.5	-0.03	0.008	0	0.0582	15.3	240.52	0.025	5	87.2903	20748.1
23005	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.045	-0.6	-2.2703	-34.03	-0.03	-0.008	0	0.0315	18.5	-0.05	0.009	0	0.0582	15.3	240.58	0.025	5	87.2903	20748.1
23010	0.01	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.044	-0.6	-2.2704	-34.03	-0.04	-0.008	0	0.0315	18.5	-0.03	0.008	0	0.0582	15.3	240.73	0.026	5	87.2904	20748.1
23015	0.01	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.58	12.904	-0.043	-0.6	-2.2705	-34.03	-0.04	-0.008	0	0.0315	18.5	-0.04	0.009	0	0.0582	15.3	240.63	0.026	5	87.2904	20748.1
23020	0.01	-0.03	0	-50.122	-18845	12.905	-0.01	-0.2	28.947	430.57	12.904	-0.043	-0.6	-2.2705	-34.03	-0.03	-0.008	0	0.0315	18.5	-0.04	0.008	0	0.0582	15.3	240.61	0.025	5	87.2904	20748.1
23025	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.57	12.904	-0.044	-0.6	-2.2706	-34.04	-0.04	-0.008	0	0.0315	18.5	-0.04	0.008	0	0.0582	15.3	240.43	0.025	5	87.2905	20748.1
23030	0	-0.03	0	-50.122	-18845	12.903	-0.02	-0.2	28.947	430.57	12.902	-0.001	0	-2.2706	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.04	0.008	0	0.0582	15.3	240.66	0.026	5	87.2905	20748.1
23035	0	-0.03	0	-50.122	-18845	12.904	-0.02	-0.2	28.947	430.57	12.904	-0.043	-0.6	-2.2707	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.03	0.009	0	0.0582	15.3	240.34	0.025	5	87.2905	20748.1
23040	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.57	12.903	-0.044	-0.6	-2.2708	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.03	0.008	0	0.0582	15.3	240.36	0.025	5	87.2906	20748.1
23045	0	-0.03	0	-50.122	-18845	12.905	-0.02	-0.2	28.947	430.57	12.904	-0.045	-0.6	-2.2708	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.03	0.009	0	0.0583	15.3	240.5	0.026	5	87.2906	20748.1
23050	0	-0.03	0	-50.123	-18845	12.905	-0.02	-0.2	28.947	430.57	12.904	-0.044	-0.6	-2.2709	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.03	0.009	0	0.0583	15.3	240.43	0.025	5	87.2906	20748.1
23055	0.01	-0.03	0	-50.123	-18845	12.905	-0.01	-0.2	28.947	430.57	12.904	-0.043	-0.6	-2.2709	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.03	0.009	0	0.0583	15.3	240.39	0.025	5	87.2907	20748.1
23060	0	-0.03	0	-50.123	-18845	12.905	-0.01	-0.2	28.947	430.57	12.903	-0.043	-0.6	-2.271	-34.04	-0.03	-0.008	0	0.0314	18.5	-0.03	0.009	0	0.0583	15.3	240.39	0.025	5	87.2907	20748.1
23065	0	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.043	-0.6	-2.2711	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.04	0.009	0	0.0583	15.3	240.4	0.025	5	87.2907	20748.2
23070	0	-0.03	0	-50.123	-18845	12.904	-0.01	-0.2	28.947	430.57	12.903	-0.043	-0.6	-2.2711	-34.04	-0.04	-0.008	0	0.0314	18.5	-0.03	0.009	0	0.0583	15.3	240.42	0.025	5	87.2908	20748.2
23075	0	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.044	-0.6	-2.2712	-34.04	-0.03	-0.008	0	0.0313	18.5	-0.03	0.008	0	0.0583	15.3	240.33	0.025	5	87.2908	20748.2
23080	0	-0.03	0	-50.123	-18845	12.905	-0.02	-0.2	28.947	430.57	12.903	-0.044	-0.6	-2.2712	-34.04	-0.04	-0.008	0	0.0313	18.5	-0.04	0.009	0	0.0583	15.3	240.32	0.025	5	87.2908	20748.2
23085	0	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.044	-0.6	-2.2713	-34.04	-0.04	-0.008	0	0.0313	18.5	-0.04	0.008	0	0.0584	15.3	240.33	0.025	5	87.2909	20748.2
23090	0	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.018	-0.2	-2.2714	-34.05	-0.04	-0.008	0	0.0313	18.5	-0.04	0.009	0	0.0584	15.3	240.38	0.025	5	87.2909	20748.2
23095	0	-0.02	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.043	-0.6	-2.2714	-34.05	-0.03	-0.008	0	0.0313	18.5	-0.04	0.009	0	0.0584	15.3	240.31	0.025	5	87.291	20748.2
23100	0	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.044	-0.6	-2.2715	-34.05	-0.03	-0.008	0	0.0313	18.5	-0.03	0.009	0	0.0584	15.3	240.36	0.025	5	87.291	20748.2
23105	0	-0.02	0	-50.123	-18845	12.904	-0.01	-0.2	28.947	430.57	12.903	-0.044	-0.6	-2.2715	-34.05	-0.03	-0.008	0	0.0313	18.5	-0.04	0.008	0	0.0584	15.3	240.46	0.025	5	87.291	20748.2
23110	0.01	-0.03	0	-50.123	-18845	12.904	-0.01	-0.2	28.947	430.57	12.903	-0.043	-0.6	-2.2716	-34.05	-0.03	-0.008	0	0.0313	18.5	-0.04	0.009	0	0.0584	15.3	240.33	0.025	5	87.2911	20748.2
23115	0	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.947	430.57	12.903	-0.042	-0.5	-2.2716	-34.05	-0.04	-0.008	0	0.0313	18.5	-0.04	0.008	0	0.0584	15.3	240.3	0.025	5	87.2911	20748.2
23120	0.01	-0.02	0	-50.123	-18845	12.904	-0.01	-0.2	28.946	430.57	12.903	-0.044	-0.6	-2.2717	-34.05	-0.03	-0.008	0	0.0312	18.5	-0.04	0.008	0	0.0584	15.3	240.42	0.025	5	87.2911	20748.2
23125	0.01	-0.02	0	-50.123	-18845	12.904	-0.02	-0.2	28.946	430.57	12.903	-0.042	-0.5	-2.2718	-34.05	-0.04	-0.008	0	0.0312	18.5	-0.04	0.009	0	0.0584	15.3	240.35	0.025	5	87.2912	20748.2
23130	0	-0.03	0	-50.123	-18845	12.904	-0.01	-0.2	28.946	430.57	12.903	-0.044	-0.6	-2.2718	-34.05	-0.03	-0.008	0	0.0312	18.5	-0.04	0.009	0	0.0585	15.3	240.49	0.025	5	87.2912	20748.2
23135	0.01	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.946	430.57	12.903	-0.043	-0.6	-2.2719	-34.05	-0.04	-0.008	0	0.0312	18.5	-0.04	0.009	0	0.0585	15.3	240.38	0.025	5	87.2912	20748.3
23140	0	-0.02	0	-50.123	-18845	12.903	-0.02	-0.2	28.946	430.57	12.902	-0.044	-0.6	-2.2719	-34.05	-0.04	-0.008	0	0.0312	18.5	-0.04	0.008	0	0.0585	15.3	240.37	0.025	5	87.2913	20748.3
23145	0	-0.02	0	-50.123	-18845	12.904	-0.01	-0.2	28.946	430.57	12.903	-0.044	-0.6	-2.272	-34.05	-0.03	-0.008	0	0.0312	18.5	-0.04	0.009	0	0.0585	15.3	240.26	0.025	5	87.2913	20748.3
23150	0.01	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.946	430.57	12.903	-0.044	-0.6	-2.2721	-34.05	-0.03	-0.008	0	0.0312	18.5	-0.04	0.009	0	0.0585	15.3	240.35	0.025	5	87.2913	20748.3
23155	0.02	-0.03	0	-50.123	-18845	12.903	-0.02	-0.2	28.946	430.57	12.902	-0.043	-0.6	-2.2721	-34.06	-0.04	-0.008	0	0.0312	18.5	-0.04	0.009	0	0.0585	15.3	240.32	0.025	5	87.2914	20748.3
23160	0.01	-0.03	0	-50.123	-18845	12.903	-0.02	-0.2	28.946	430.57	12.903	-0.044	-0.6	-2.2722	-34.06	-0.03	-0.008	0	0.0312	18.5	-0.04	0.008	0	0.0585	15.3	240.43	0.025	5	87.2914	20748.3
23165	0	-0.03	0	-50.123	-18845	12.903	-0.01	-0.2	28.946	430.57	12.902	-0.042	-0.5	-2.2722	-34.06	-0.03	-0.008	0	0.0311	18.5	-0.04	0.008	0	0.0585	15.3	240.47	0.025	5	87.2914	20748.3
23170	0.01	-0.03	0	-50.123	-18845	12.904	-0.02	-0.2	28.946	430.57	12.902	-0.044	-0.6	-2.2723	-34.06	-0.04	-0.008	0	0.0311	18.5	-0.04	0.009	0	0.0586	15.3	240.47	0.025	5	87.2915	20748.3
23175	0.01	-0.03	0	-50.123	-18845	12.903	-0.02	-0.2	28.946	430.57	12.902	-0.043	-0.6	-2.2724	-34.06	-0.04	-0.008	0	0.0311	18.5	-0.04	0.009	0	0.0586	15.3	240.46	0.025	5	87.2915	20748.3
23180	0	-0.03	0	-50.124	-18845	12.903	-0.01	-0.2	28.946	430.57	12.902	-0.044	-0.6	-2.2724	-34.06	-0.04	-0.008	0	0.0311	18.5	-0.04	0.008	0	0.0586	15.3	240.46	0.025	5	87.2916	20748.3
23185	0	-0.03	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.57	12.901	-0.043	-0.6	-2.2725	-34.06	-0.03	-0.008	0	0.0311	18.5	-0.03	0.009	0	0.0586	15.3	240.6	0.025	5	87.2916	20748.3
23190	0.01	-0.02	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.57	12.902	-0.044	-0.6	-2.2725	-34.06	-0.03	-0.008	0	0.0311	18.5	-0.04	0.009	0	0.0586	15.3	240.42	0.025	5	87.2916	20748.3
23195	0	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.57	12.902	-0.041	-0.5	-2.2726	-34.06	-0.04	-0.008	0	0.0311	18.5	-0.04	0.008	0	0.0586	15.3	240.43	0.025	5	87.2917	20748.3
23200	0	-0.03	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.044	-0.6	-2.2727	-34.06	-0.03	-0.008	0	0.0311	18.5	-0.04	0.008	0	0.0586	15.3	240.28	0.025	5	87.2917	20748.3
23205	0.01	-0.02	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.043	-0.6	-2.2727	-34.06	-0.03	-0.008	0	0.0311	18.5	-0.05	0.009	0	0.0586	15.3	240.43	0.025	5	87.2917	20748.4
23210	0.01	-0.03	0	-50.124	-18845	12.903	-0.01	-0.2	28.946	430.56	12.902	-0.045	-0.6	-2.2728	-34.06	-0.04	-0.008	0	0.031	18.5	-0.04	0.008	0	0.0586	15.3	240.36	0.025	5	87.2918	20748.4
23215	0.01	-0.03	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.042	-0.5	-2.2728	-34.06	-0.03	-0.008	0	0.031	18.5	-0.04	0.008	0	0.0587	15.3	240.42	0.025	5	87.2918	20748.4
23220	0.01	-0.03	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.043	-0.6	-2.2729	-34.07	-0.04	-0.008	0	0.031	18.5	-0.04	0.008	0	0.0587	15.3	240.3	0.025	5	87.2918	20748.4
23225	0.01	-0.03	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.043	-0.5	-2.273	-34.07	-0.04	-0.008	0	0.031	18.5	-0.04	0.008	0	0.0587	15.3	240.42	0.025	5	87.2919	20748.4
23230	0	-0.03	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.044	-0.6	-2.273	-34.07	-0.04	-0.008	0	0.031	18.5	-0.05	0.008	0	0.0587	15.3	240.42	0.025	5	87.2919	20748.4
23235	0.01	-0.02	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.042	-0.5	-2.2731	-34.07	-0.04	-0.008	0	0.031	18.5	-0.05	0.008	0	0.0587	15.3	240.43	0.025	5	87.2919	20748.4
23240	0	-0.02	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.044	-0.6	-2.2731	-34.07	-0.04	-0.008	0	0.031	18.5	-0.04	0.008	0	0.0587	15.3	240.32	0.025	5	87.292	20748.4
23245	0	-0.02	0	-50.124	-18845	12.902	-0.01	-0.2	28.946	430.56	12.902	-0.043	-0.6	-2.2732	-34.07	-0.03	-0.008	0	0.031	18.5	-0.05	0.008	0	0.0587	15.3	240.35	0.025	5	87.292	20748.4
23250	0	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.902	-0.033	-0.4	-2.2733	-34.07	-0.04	-0.008	0	0.031	18.5	-0.04	0.008	0	0.0587	15.3	240.44	0.025	5	87.292	20748.4
23255	0.01	-0.02	0	-50.124	-18845	12.903	-0.02	-0.2	28.946	430.56	12.902	-0.042	-0.5	-2.2733	-34.07	-0.03	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0587	15.3	240.37	0.025	5	87.2921	20748.4
23260	0.02	-0.02	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.902	-0.044	-0.6	-2.2734	-34.07	-0.03	-0.008	0	0.0309	18.5	-0.03	0.008	0	0.0588	15.3	240.45	0.026	5	87.2921	20748.4
23265	0.01	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.902	-0.043	-0.6	-2.2734	-34.07	-0.04	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0588	15.3	240.42	0.025	5	87.2922	20748.4
23270	0.01	-0.02	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.902	-0.044	-0.6	-2.2735	-34.07	-0.03	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0588	15.3	240.4	0.025	5	87.2922	20748.5
23275	0.01	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.043	-0.6	-2.2736	-34.07	-0.04	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0588	15.3	240.45	0.025	5	87.2922	20748.5
23280	0	-0.03	0	-50.124	-18845	12.902	-0.01	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2736	-34.07	-0.04	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0588	15.3	240.45	0.025	5	87.2923	20748.5
23285	0.01	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.043	-0.6	-2.2737	-34.08	-0.04	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0588	15.3	240.47	0.025	5	87.2923	20748.5
23290	0.01	-0.03	0	-50.124	-18845	12.902	-0.01	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2737	-34.08	-0.04	-0.008	0	0.0309	18.5	-0.04	0.008	0	0.0588	15.3	240.43	0.025	5	87.2923	20748.5
23295	0.01	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.043	-0.6	-2.2738	-34.08	-0.04	-0.008	0	0.0309	18.5	-0.03	0.008	0	0.0588	15.3	240.41	0.025	5	87.2924	20748.5
23300	0.01	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2739	-34.08	-0.04	-0.008	0	0.0308	18.5	-0.04	0.008	0	0.0589	15.3	240.48	0.025	5	87.2924	20748.5
23305	0.01	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2739	-34.08	-0.03	-0.008	0	0.0308	18.5	-0.04	0.008	0	0.0589	15.3	240.42	0.025	5	87.2924	20748.5
23310	0	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.043	-0.6	-2.274	-34.08	-0.03	-0.008	0	0.0308	18.5	-0.04	0.008	0	0.0589	15.3	240.36	0.025	5	87.2925	20748.5
23315	0	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.043	-0.6	-2.274	-34.08	-0.04	-0.008	0	0.0308	18.5	-0.04	0.008	0	0.0589	15.3	240.4	0.025	5	87.2925	20748.5
23320	0	-0.03	0	-50.124	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2741	-34.08	-0.03	-0.008	0	0.0308	18.5	-0.04	0.008	0	0.0589	15.3	240.32	0.025	5	87.2925	20748.5
23325	0.01	-0.02	0	-50.125	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2741	-34.08	-0.04	-0.008	0	0.0308	18.5	-0.04	0.008	0	0.0589	15.3	240.25	0.025	5	87.2926	20748.5
23330	0	-0.02	0	-50.125	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.045	-0.6	-2.2742	-34.08	-0.04	-0.008	0	0.0308	18.5	-0.03	0.008	0	0.0589	15.3	240.25	0.025	5	87.2926	20748.5
23335	0.01	-0.02	0	-50.125	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2743	-34.08	-0.04	-0.008	0	0.0308	18.5	-0.03	0.008	0	0.0589	15.3	240.18	0.025	5	87.2926	20748.5
23340	0.01	-0.02	0	-50.125	-18845	12.902	-0.02	-0.2	28.946	430.56	12.901	-0.044	-0.6	-2.2743	-34.08	-0.04	-0.008	0	0.0308	18.5	-0.03	0.008	0	0.0589	15.3	240.19	0.025	5	87.2927	20748.6
23345	0.01	-0.02	0	-50.125	-18845	12.902	-0.02	-0.2	28.946	430.56	12.9	-0.043	-0.6	-2.2744	-34.08	-0.04	-0.008	0	0.0307	18.5	-0.04	0.008	0	0.059	15.3	240.35	0.025	5	87.2927	20748.6
23350	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.946	430.56	12.9	-0.043	-0.6	-2.2744	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.04	0.008	0	0.059	15.3	240.42	0.026	5	87.2928	20748.6
23355	0	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.56	12.9	-0.014	-0.2	-2.2745	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.03	0.008	0	0.059	15.3	240.36	0.025	5	87.2928	20748.6
23360	0.01	-0.02	0	-50.125	-18845	12.902	-0.02	-0.2	28.945	430.56	12.9	-0.044	-0.6	-2.2746	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.03	0.008	0	0.059	15.3	240.29	0.025	5	87.2928	20748.6
23365	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.56	12.901	-0.043	-0.6	-2.2746	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.03	0.008	0	0.059	15.3	240.28	0.025	5	87.2929	20748.6
23370	0.01	-0.02	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.56	12.9	-0.043	-0.6	-2.2747	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.03	0.008	0	0.059	15.3	240.3	0.025	5	87.2929	20748.6
23375	0	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.2747	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.04	0.008	0	0.059	15.3	240.38	0.025	5	87.2929	20748.6
23380	0	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.2748	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.03	0.008	0	0.059	15.3	240.29	0.025	5	87.293	20748.6
23385	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.2749	-34.09	-0.04	-0.008	0	0.0307	18.5	-0.04	0.008	0	0.059	15.3	240.32	0.025	5	87.293	20748.6
23390	0	-0.02	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.044	-0.6	-2.2749	-34.09	-0.04	-0.008	0	0.0306	18.5	-0.03	0.008	0	0.0591	15.3	240.28	0.025	5	87.293	20748.6
23395	0	-0.02	0	-50.125	-18845	12.901	-0.01	-0.2	28.945	430.55	12.9	-0.046	-0.6	-2.275	-34.09	-0.04	-0.008	0	0.0306	18.5	-0.03	0.008	0	0.0591	15.3	240.31	0.025	5	87.2931	20748.6
23400	0.01	-0.02	0	-50.125	-18845	12.901	-0.01	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.275	-34.09	-0.03	-0.008	0	0.0306	18.5	-0.03	0.008	0	0.0591	15.3	240.35	0.025	5	87.2931	20748.6
23405	0	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.044	-0.6	-2.2751	-34.09	-0.04	-0.008	0	0.0306	18.5	-0.03	0.008	0	0.0591	15.3	240.46	0.025	5	87.2931	20748.6
23410	0.01	-0.02	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.017	-0.2	-2.2752	-34.09	-0.04	-0.008	0	0.0306	18.5	-0.03	0.008	0	0.0591	15.3	240.37	0.025	5	87.2932	20748.7
23415	0.01	-0.02	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.2752	-34.1	-0.03	-0.008	0	0.0306	18.5	-0.04	0.008	0	0.0591	15.3	240.23	0.025	5	87.2932	20748.7
23420	0.01	-0.02	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.2753	-34.1	-0.04	-0.008	0	0.0306	18.5	-0.04	0.008	0	0.0591	15.3	240.34	0.025	5	87.2932	20748.7
23425	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.044	-0.6	-2.2753	-34.1	-0.04	-0.008	0	0.0306	18.5	-0.04	0.008	0	0.0591	15.3	240.46	0.025	5	87.2933	20748.7
23430	0.01	-0.03	0	-50.125	-18845	12.901	-0.01	-0.2	28.945	430.55	12.9	-0.044	-0.6	-2.2754	-34.1	-0.04	-0.008	0	0.0306	18.5	-0.04	0.008	0	0.0592	15.3	240.28	0.025	5	87.2933	20748.7
23435	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.5	-2.2754	-34.1	-0.04	-0.008	0	0.0305	18.5	-0.04	0.008	0	0.0592	15.3	240.32	0.025	5	87.2933	20748.7
23440	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.043	-0.6	-2.2755	-34.1	-0.03	-0.008	0	0.0305	18.5	-0.04	0.008	0	0.0592	15.3	240.17	0.025	5	87.2934	20748.7
23445	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.044	-0.6	-2.2756	-34.1	-0.03	-0.008	0	0.0305	18.5	-0.04	0.008	0	0.0592	15.3	240.14	0.025	5	87.2934	20748.7
23450	0.01	-0.03	0	-50.125	-18845	12.901	-0.02	-0.2	28.945	430.55	12.9	-0.044	-0.6	-2.2756	-34.1	-0.03	-0.008	0	0.0305	18.5	-0.04	0.008	0	0.0592	15.3	240.25	0.025	5	87.2935	20748.7
23455	0.01	-0.02	0	-50.125	-18845	12.9	-0.01	-0.2	28.945	430.55	12.899	-0.043	-0.6	-2.2757	-34.1	-0.04	-0.008	0	0.0305	18.5	-0.03	0.008	0	0.0592	15.3	240.13	0.025	5	87.2935	20748.7
23460	0.01	-0.02	0	-50.125	-18845	12.9	-0.02	-0.2	28.945	430.55	12.899	-0.043	-0.6	-2.2757	-34.1	-0.03	-0.008	0	0.0305	18.5	-0.04	0.008	0	0.0592	15.3	240.09	0.025	5	87.2935	20748.7
23465	0.01	-0.03	0	-50.126	-18845	12.9	-0.02	-0.2	28.945	430.55	12.9	-0.036	-0.5	-2.2758	-34.1	-0.04	-0.008	0	0.0305	18.5	-0.04	0.009	0	0.0592	15.3	240.23	0.025	5	87.2936	20748.7
23470	0	-0.02	0	-50.126	-18845	12.9	-0.02	-0.2	28.945	430.55	12.899	-0.044	-0.6	-2.2759	-34.1	-0.03	-0.008	0	0.0305	18.5	-0.03	0.008	0	0.0592	15.3	240.15	0.025	5	87.2936	20748.7
23475	0.01	-0.03	0	-50.126	-18845	12.9	-0.02	-0.2	28.945	430.55	12.899	-0.044	-0.6	-2.2759	-34.1	-0.03	-0.008	0	0.0305	18.5	-0.04	0.008	0	0.0593	15.3	239.58	0.025	5	87.2936	20748.8
23480	0.01	-0.02	0	-50.126	-18845	12.9	-0.01	-0.2	28.945	430.55	12.899	-0.042	-0.5	-2.276	-34.11	-0.03	-0.008	0	0.0304	18.5	-0.04	0.008	0	0.0593	15.3	239.98	0.025	5	87.2937	20748.8
